group,b,N,batch,factor_idx,log_n,time_ms
single_factor,8,2048,2,0,8,0.10475520133972167
single_factor,8,2048,2,1,8,0.1268838405609131
single_factor,8,2048,2,2,8,0.12694527626037597
single_factor,8,2048,2,3,8,0.12692480087280272
single_factor,8,2048,2,4,8,0.12669952392578124
single_factor,8,2048,2,5,8,0.12718079566955567
single_factor,8,2048,2,6,8,0.12653568267822266
single_factor,8,2048,2,7,8,0.12669952392578124
single_factor,8,2048,4,0,8,0.10489855766296387
single_factor,8,2048,4,1,8,0.12696576118469238
single_factor,8,2048,4,2,8,0.12718079566955567
single_factor,8,2048,4,3,8,0.12683263778686524
single_factor,8,2048,4,4,8,0.12713983535766601
single_factor,8,2048,4,5,8,0.12696576118469238
single_factor,8,2048,4,6,8,0.12741632461547853
single_factor,8,2048,4,7,8,0.12783616065979003
single_factor,8,2048,8,0,8,0.10467328071594238
single_factor,8,2048,8,1,8,0.12771327972412108
single_factor,8,2048,8,2,8,0.1278054428100586
single_factor,8,2048,8,3,8,0.12717056274414062
single_factor,8,2048,8,4,8,0.12768256187438964
single_factor,8,2048,8,5,8,0.1273036766052246
single_factor,8,2048,8,6,8,0.12717056274414062
single_factor,8,2048,8,7,8,0.12741632461547853
single_factor,8,2048,16,0,8,0.10657792091369629
single_factor,8,2048,16,1,8,0.128471040725708
single_factor,8,2048,16,2,8,0.12775424003601074
single_factor,8,2048,16,3,8,0.1275494384765625
single_factor,8,2048,16,4,8,0.1278054428100586
single_factor,8,2048,16,5,8,0.12725248336791992
single_factor,8,2048,16,6,8,0.12781567573547364
single_factor,8,2048,16,7,8,0.12734463691711426
single_factor,8,2048,32,0,8,0.1053388786315918
single_factor,8,2048,32,1,8,0.12803071975708008
single_factor,8,2048,32,2,8,0.12704768180847167
single_factor,8,2048,32,3,8,0.12724224090576172
single_factor,8,2048,32,4,8,0.12701696395874024
single_factor,8,2048,32,5,8,0.12669952392578124
single_factor,8,2048,32,6,8,0.12756992340087892
single_factor,8,2048,32,7,8,0.12646400451660156
single_factor,8,2048,64,0,8,0.10553343772888184
single_factor,8,2048,64,1,8,0.12684288024902343
single_factor,8,2048,64,2,8,0.12669952392578124
single_factor,8,2048,64,3,8,0.1275596809387207
single_factor,8,2048,64,4,8,0.1275596809387207
single_factor,8,2048,64,5,8,0.12685312271118165
single_factor,8,2048,64,6,8,0.12720128059387206
single_factor,8,2048,64,7,8,0.12678144454956056
single_factor,8,2048,128,0,8,0.10504192352294922
single_factor,8,2048,128,1,8,0.12820480346679688
single_factor,8,2048,128,2,8,0.1279487991333008
single_factor,8,2048,128,3,8,0.12826623916625976
single_factor,8,2048,128,4,8,0.12795904159545898
single_factor,8,2048,128,5,8,0.1280512046813965
single_factor,8,2048,128,6,8,0.12801024436950684
single_factor,8,2048,128,7,8,0.1278771209716797
single_factor,8,2048,256,0,8,0.10571776390075684
single_factor,8,2048,256,1,8,0.12777471542358398
single_factor,8,2048,256,2,8,0.12769280433654784
single_factor,8,2048,256,3,8,0.1278873634338379
single_factor,8,2048,256,4,8,0.12896256446838378
single_factor,8,2048,256,5,8,0.12801024436950684
single_factor,8,2048,256,6,8,0.12744704246520996
single_factor,8,2048,256,7,8,0.12736512184143067
single_factor,8,2048,512,0,8,0.10577919960021973
single_factor,8,2048,512,1,8,0.12983296394348146
single_factor,8,2048,512,2,8,0.13171711921691895
single_factor,8,2048,512,3,8,0.13011967658996582
single_factor,8,2048,512,4,8,0.129617919921875
single_factor,8,2048,512,5,8,0.12975104331970214
single_factor,8,2048,512,6,8,0.12956671714782714
single_factor,8,2048,512,7,8,0.13066240310668945
single_factor,8,2048,1024,0,8,0.12658687591552734
single_factor,8,2048,1024,1,8,0.13025279998779296
single_factor,8,2048,1024,2,8,0.13006848335266114
single_factor,8,2048,1024,3,8,0.1301094436645508
single_factor,8,2048,1024,4,8,0.13050880432128906
single_factor,8,2048,1024,5,8,0.13164544105529785
single_factor,8,2048,1024,6,8,0.1297817611694336
single_factor,8,2048,1024,7,8,0.1294643211364746
single_factor,8,2048,2048,0,8,0.2516275215148926
single_factor,8,2048,2048,1,8,0.16727039337158203
single_factor,8,2048,2048,2,8,0.16821247100830078
single_factor,8,2048,2048,3,8,0.16935935974121094
single_factor,8,2048,2048,4,8,0.16821247100830078
single_factor,8,2048,2048,5,8,0.16970752716064452
single_factor,8,2048,2048,6,8,0.16975872039794923
single_factor,8,2048,2048,7,8,0.16910335540771484
single_factor,8,2048,4096,0,8,0.4958720016479492
single_factor,8,2048,4096,1,8,0.3184025573730469
single_factor,8,2048,4096,2,8,0.31893503189086914
single_factor,8,2048,4096,3,8,0.3244134521484375
single_factor,8,2048,4096,4,8,0.32249855041503905
single_factor,8,2048,4096,5,8,0.32512001037597654
single_factor,8,2048,4096,6,8,0.3256832122802734
single_factor,8,2048,4096,7,8,0.3248332977294922
single_factor,8,4096,1,0,9,0.1024409580230713
single_factor,8,4096,1,1,9,0.12793855667114257
single_factor,8,4096,1,2,9,0.12824576377868652
single_factor,8,4096,1,3,9,0.12870656013488768
single_factor,8,4096,1,4,9,0.12797951698303223
single_factor,8,4096,1,5,9,0.12792832374572755
single_factor,8,4096,1,6,9,0.12709888458251953
single_factor,8,4096,1,7,9,0.1277952003479004
single_factor,8,4096,1,8,9,0.12710911750793458
single_factor,8,4096,2,0,9,0.10478591918945312
single_factor,8,4096,2,1,9,0.1274060821533203
single_factor,8,4096,2,2,9,0.12708864212036133
single_factor,8,4096,2,3,9,0.12742655754089355
single_factor,8,4096,2,4,9,0.12756992340087892
single_factor,8,4096,2,5,9,0.12710911750793458
single_factor,8,4096,2,6,9,0.12724224090576172
single_factor,8,4096,2,7,9,0.1268019199371338
single_factor,8,4096,2,8,9,0.12704768180847167
single_factor,8,4096,4,0,9,0.10498047828674316
single_factor,8,4096,4,1,9,0.1271500778198242
single_factor,8,4096,4,2,9,0.12699647903442382
single_factor,8,4096,4,3,9,0.12736512184143067
single_factor,8,4096,4,4,9,0.12728320121765135
single_factor,8,4096,4,5,9,0.12720128059387206
single_factor,8,4096,4,6,9,0.12702719688415529
single_factor,8,4096,4,7,9,0.12712960243225097
single_factor,8,4096,4,8,9,0.12716032028198243
single_factor,8,4096,8,0,9,0.10547200202941895
single_factor,8,4096,8,1,9,0.1276518440246582
single_factor,8,4096,8,2,9,0.12756992340087892
single_factor,8,4096,8,3,9,0.1274880027770996
single_factor,8,4096,8,4,9,0.127324161529541
single_factor,8,4096,8,5,9,0.127457275390625
single_factor,8,4096,8,6,9,0.12708864212036133
single_factor,8,4096,8,7,9,0.12758015632629394
single_factor,8,4096,8,8,9,0.12738559722900392
single_factor,8,4096,16,0,9,0.10570752143859863
single_factor,8,4096,16,1,9,0.1277337646484375
single_factor,8,4096,16,2,9,0.12736512184143067
single_factor,8,4096,16,3,9,0.12706815719604492
single_factor,8,4096,16,4,9,0.1277030372619629
single_factor,8,4096,16,5,9,0.12725248336791992
single_factor,8,4096,16,6,9,0.12704768180847167
single_factor,8,4096,16,7,9,0.12725248336791992
single_factor,8,4096,16,8,9,0.12698623657226563
single_factor,8,4096,32,0,9,0.10567680358886719
single_factor,8,4096,32,1,9,0.1268838405609131
single_factor,8,4096,32,2,9,0.12737536430358887
single_factor,8,4096,32,3,9,0.1270579242706299
single_factor,8,4096,32,4,9,0.1274880027770996
single_factor,8,4096,32,5,9,0.12749823570251465
single_factor,8,4096,32,6,9,0.12751872062683106
single_factor,8,4096,32,7,9,0.12652544021606446
single_factor,8,4096,32,8,9,0.12679167747497558
single_factor,8,4096,64,0,9,0.10573823928833008
single_factor,8,4096,64,1,9,0.12719103813171387
single_factor,8,4096,64,2,9,0.12720128059387206
single_factor,8,4096,64,3,9,0.12758015632629394
single_factor,8,4096,64,4,9,0.12716032028198243
single_factor,8,4096,64,5,9,0.12718079566955567
single_factor,8,4096,64,6,9,0.12653568267822266
single_factor,8,4096,64,7,9,0.12693504333496095
single_factor,8,4096,64,8,9,0.12728320121765135
single_factor,8,4096,128,0,9,0.1063219165802002
single_factor,8,4096,128,1,9,0.12808192253112793
single_factor,8,4096,128,2,9,0.1276211166381836
single_factor,8,4096,128,3,9,0.12743680000305177
single_factor,8,4096,128,4,9,0.12682239532470704
single_factor,8,4096,128,5,9,0.12713983535766601
single_factor,8,4096,128,6,9,0.1274060821533203
single_factor,8,4096,128,7,9,0.12693504333496095
single_factor,8,4096,128,8,9,0.12729344367980958
single_factor,8,4096,256,0,9,0.10560511589050293
single_factor,8,4096,256,1,9,0.1288806438446045
single_factor,8,4096,256,2,9,0.12883968353271485
single_factor,8,4096,256,3,9,0.12872703552246093
single_factor,8,4096,256,4,9,0.12857343673706054
single_factor,8,4096,256,5,9,0.12860416412353515
single_factor,8,4096,256,6,9,0.12858367919921876
single_factor,8,4096,256,7,9,0.128788480758667
single_factor,8,4096,256,8,9,0.1277030372619629
single_factor,8,4096,512,0,9,0.12679167747497558
single_factor,8,4096,512,1,9,0.1300070381164551
single_factor,8,4096,512,2,9,0.13081600189208983
single_factor,8,4096,512,3,9,0.12957695960998536
single_factor,8,4096,512,4,9,0.12951552391052246
single_factor,8,4096,512,5,9,0.12893183708190917
single_factor,8,4096,512,6,9,0.12924927711486817
single_factor,8,4096,512,7,9,0.12991488456726075
single_factor,8,4096,512,8,9,0.130129919052124
single_factor,8,4096,1024,0,9,0.2514227294921875
single_factor,8,4096,1024,1,9,0.17005567550659179
single_factor,8,4096,1024,2,9,0.17098751068115234
single_factor,8,4096,1024,3,9,0.1718783950805664
single_factor,8,4096,1024,4,9,0.17053695678710937
single_factor,8,4096,1024,5,9,0.1721651268005371
single_factor,8,4096,1024,6,9,0.1706598472595215
single_factor,8,4096,1024,7,9,0.17340415954589844
single_factor,8,4096,1024,8,9,0.1686016082763672
single_factor,8,4096,2048,0,9,0.4921343994140625
single_factor,8,4096,2048,1,9,0.32304126739501954
single_factor,8,4096,2048,2,9,0.3239116668701172
single_factor,8,4096,2048,3,9,0.32635902404785155
single_factor,8,4096,2048,4,9,0.32700416564941404
single_factor,8,4096,2048,5,9,0.32750591278076174
single_factor,8,4096,2048,6,9,0.3236044692993164
single_factor,8,4096,2048,7,9,0.3307622528076172
single_factor,8,4096,2048,8,9,0.3216998291015625
single_factor,8,4096,4096,0,9,0.9777766418457031
single_factor,8,4096,4096,1,9,0.6277324676513671
single_factor,8,4096,4096,2,9,0.6299135971069336
single_factor,8,4096,4096,3,9,0.6396006393432617
single_factor,8,4096,4096,4,9,0.6366924667358398
single_factor,8,4096,4096,5,9,0.6452326202392578
single_factor,8,4096,4096,6,9,0.6342758560180664
single_factor,8,4096,4096,7,9,0.6486937713623047
single_factor,8,4096,4096,8,9,0.6284492874145508
single_factor,16,512,1,0,5,0.10194944381713868
single_factor,16,512,1,1,5,0.12841983795166015
single_factor,16,512,1,2,5,0.12852224349975586
single_factor,16,512,1,3,5,0.12804096221923827
single_factor,16,512,1,4,5,0.12790783882141113
single_factor,16,512,2,0,5,0.10548224449157714
single_factor,16,512,2,1,5,0.12717056274414062
single_factor,16,512,2,2,5,0.12771327972412108
single_factor,16,512,2,3,5,0.1269555187225342
single_factor,16,512,2,4,5,0.1273036766052246
single_factor,16,512,4,0,5,0.10644479751586915
single_factor,16,512,4,1,5,0.12803071975708008
single_factor,16,512,4,2,5,0.12774399757385255
single_factor,16,512,4,3,5,0.1276518440246582
single_factor,16,512,4,4,5,0.1276211166381836
single_factor,16,512,8,0,5,0.10668031692504883
single_factor,16,512,8,1,5,0.12781567573547364
single_factor,16,512,8,2,5,0.12816384315490723
single_factor,16,512,8,3,5,0.12826623916625976
single_factor,16,512,8,4,5,0.12807168006896974
single_factor,16,512,16,0,5,0.10776576042175293
single_factor,16,512,16,1,5,0.12807168006896974
single_factor,16,512,16,2,5,0.12857343673706054
single_factor,16,512,16,3,5,0.1281433582305908
single_factor,16,512,16,4,5,0.12776448249816894
single_factor,16,512,32,0,5,0.10629119873046874
single_factor,16,512,32,1,5,0.1278771209716797
single_factor,16,512,32,2,5,0.1278873634338379
single_factor,16,512,32,3,5,0.12778495788574218
single_factor,16,512,32,4,5,0.12720128059387206
single_factor,16,512,64,0,5,0.10620927810668945
single_factor,16,512,64,1,5,0.12712960243225097
single_factor,16,512,64,2,5,0.12803071975708008
single_factor,16,512,64,3,5,0.12771327972412108
single_factor,16,512,64,4,5,0.12793855667114257
single_factor,16,512,128,0,5,0.10660863876342773
single_factor,16,512,128,1,5,0.1285427188873291
single_factor,16,512,128,2,5,0.1276416015625
single_factor,16,512,128,3,5,0.12791808128356932
single_factor,16,512,128,4,5,0.127457275390625
single_factor,16,512,256,0,5,0.1062399959564209
single_factor,16,512,256,1,5,0.12783616065979003
single_factor,16,512,256,2,5,0.12834815979003905
single_factor,16,512,256,3,5,0.12874752044677734
single_factor,16,512,256,4,5,0.1277235221862793
single_factor,16,512,512,0,5,0.1065062427520752
single_factor,16,512,512,1,5,0.12850175857543944
single_factor,16,512,512,2,5,0.12912639617919922
single_factor,16,512,512,3,5,0.1296076774597168
single_factor,16,512,512,4,5,0.12827648162841798
single_factor,16,512,1024,0,5,0.10611712455749511
single_factor,16,512,1024,1,5,0.1286451244354248
single_factor,16,512,1024,2,5,0.1282969570159912
single_factor,16,512,1024,3,5,0.12882944107055663
single_factor,16,512,1024,4,5,0.1285427188873291
single_factor,16,512,2048,0,5,0.10583040237426758
single_factor,16,512,2048,1,5,0.13001728057861328
single_factor,16,512,2048,2,5,0.13030400276184081
single_factor,16,512,2048,3,5,0.13007871627807618
single_factor,16,512,2048,4,5,0.12955648422241212
single_factor,16,512,4096,0,5,0.10807295799255372
single_factor,16,512,4096,1,5,0.13066240310668945
single_factor,16,512,4096,2,5,0.13015040397644043
single_factor,16,512,4096,3,5,0.13001728057861328
single_factor,16,512,4096,4,5,0.12989439964294433
single_factor,16,1024,1,0,6,0.10162176132202148
single_factor,16,1024,1,1,6,0.12803071975708008
single_factor,16,1024,1,2,6,0.12806143760681152
single_factor,16,1024,1,3,6,0.12804096221923827
single_factor,16,1024,1,4,6,0.12797951698303223
single_factor,16,1024,1,5,6,0.1275494384765625
single_factor,16,1024,2,0,6,0.1063321590423584
single_factor,16,1024,2,1,6,0.1277030372619629
single_factor,16,1024,2,2,6,0.12744704246520996
single_factor,16,1024,2,3,6,0.1285529613494873
single_factor,16,1024,2,4,6,0.12796928405761718
single_factor,16,1024,2,5,6,0.12795904159545898
single_factor,16,1024,4,0,6,0.10560511589050293
single_factor,16,1024,4,1,6,0.12830719947814942
single_factor,16,1024,4,2,6,0.12784640312194825
single_factor,16,1024,4,3,6,0.12837887763977052
single_factor,16,1024,4,4,6,0.12876799583435058
single_factor,16,1024,4,5,6,0.12824576377868652
single_factor,16,1024,8,0,6,0.10562560081481934
single_factor,16,1024,8,1,6,0.12777471542358398
single_factor,16,1024,8,2,6,0.12791808128356932
single_factor,16,1024,8,3,6,0.12783616065979003
single_factor,16,1024,8,4,6,0.12790783882141113
single_factor,16,1024,8,5,6,0.12781567573547364
single_factor,16,1024,16,0,6,0.10597375869750976
single_factor,16,1024,16,1,6,0.12792832374572755
single_factor,16,1024,16,2,6,0.1277030372619629
single_factor,16,1024,16,3,6,0.12785663604736328
single_factor,16,1024,16,4,6,0.12843008041381837
single_factor,16,1024,16,5,6,0.1287987232208252
single_factor,16,1024,32,0,6,0.10604543685913086
single_factor,16,1024,32,1,6,0.12932095527648926
single_factor,16,1024,32,2,6,0.12825599670410157
single_factor,16,1024,32,3,6,0.12882944107055663
single_factor,16,1024,32,4,6,0.1283993625640869
single_factor,16,1024,32,5,6,0.12776448249816894
single_factor,16,1024,64,0,6,0.10576895713806152
single_factor,16,1024,64,1,6,0.12751872062683106
single_factor,16,1024,64,2,6,0.12807168006896974
single_factor,16,1024,64,3,6,0.12774399757385255
single_factor,16,1024,64,4,6,0.12802047729492189
single_factor,16,1024,64,5,6,0.12720128059387206
single_factor,16,1024,128,0,6,0.10713088035583496
single_factor,16,1024,128,1,6,0.1295257568359375
single_factor,16,1024,128,2,6,0.12849151611328125
single_factor,16,1024,128,3,6,0.1278873634338379
single_factor,16,1024,128,4,6,0.12795904159545898
single_factor,16,1024,128,5,6,0.1277952003479004
single_factor,16,1024,256,0,6,0.10691583633422852
single_factor,16,1024,256,1,6,0.12884991645812988
single_factor,16,1024,256,2,6,0.1276416015625
single_factor,16,1024,256,3,6,0.12790783882141113
single_factor,16,1024,256,4,6,0.12834815979003905
single_factor,16,1024,256,5,6,0.1278668785095215
single_factor,16,1024,512,0,6,0.10621952056884766
single_factor,16,1024,512,1,6,0.12857343673706054
single_factor,16,1024,512,2,6,0.12883968353271485
single_factor,16,1024,512,3,6,0.12815360069274903
single_factor,16,1024,512,4,6,0.1286348819732666
single_factor,16,1024,512,5,6,0.1284607982635498
single_factor,16,1024,1024,0,6,0.10645503997802734
single_factor,16,1024,1024,1,6,0.1305907154083252
single_factor,16,1024,1024,2,6,0.1297817611694336
single_factor,16,1024,1024,3,6,0.13025279998779296
single_factor,16,1024,1024,4,6,0.12935168266296387
single_factor,16,1024,1024,5,6,0.12930047988891602
single_factor,16,1024,2048,0,6,0.10631168365478516
single_factor,16,1024,2048,1,6,0.12974080085754394
single_factor,16,1024,2048,2,6,0.12994560241699218
single_factor,16,1024,2048,3,6,0.12928000450134278
single_factor,16,1024,2048,4,6,0.13017087936401367
single_factor,16,1024,2048,5,6,0.12928000450134278
single_factor,16,1024,4096,0,6,0.10727423667907715
single_factor,16,1024,4096,1,6,0.15078399658203126
single_factor,16,1024,4096,2,6,0.15279104232788085
single_factor,16,1024,4096,3,6,0.15135744094848633
single_factor,16,1024,4096,4,6,0.15477760314941405
single_factor,16,1024,4096,5,6,0.1529753589630127
single_factor,16,2048,1,0,7,0.1022054386138916
single_factor,16,2048,1,1,7,0.12793855667114257
single_factor,16,2048,1,2,7,0.12803071975708008
single_factor,16,2048,1,3,7,0.12813311576843261
single_factor,16,2048,1,4,7,0.1282969570159912
single_factor,16,2048,1,5,7,0.12852224349975586
single_factor,16,2048,1,6,7,0.12813311576843261
single_factor,16,2048,2,0,7,0.10576895713806152
single_factor,16,2048,2,1,7,0.1279487991333008
single_factor,16,2048,2,2,7,0.12865535736083986
single_factor,16,2048,2,3,7,0.12812288284301757
single_factor,16,2048,2,4,7,0.13066240310668945
single_factor,16,2048,2,5,7,0.12741632461547853
single_factor,16,2048,2,6,7,0.1277030372619629
single_factor,16,2048,4,0,7,0.10665984153747558
single_factor,16,2048,4,1,7,0.12775424003601074
single_factor,16,2048,4,2,7,0.12783616065979003
single_factor,16,2048,4,3,7,0.1280512046813965
single_factor,16,2048,4,4,7,0.12758015632629394
single_factor,16,2048,4,5,7,0.1276211166381836
single_factor,16,2048,4,6,7,0.1276416015625
single_factor,16,2048,8,0,7,0.10576895713806152
single_factor,16,2048,8,1,7,0.1281433582305908
single_factor,16,2048,8,2,7,0.12815360069274903
single_factor,16,2048,8,3,7,0.12782591819763184
single_factor,16,2048,8,4,7,0.128471040725708
single_factor,16,2048,8,5,7,0.1281433582305908
single_factor,16,2048,8,6,7,0.12741632461547853
single_factor,16,2048,16,0,7,0.10578944206237793
single_factor,16,2048,16,1,7,0.12790783882141113
single_factor,16,2048,16,2,7,0.1276313591003418
single_factor,16,2048,16,3,7,0.12802047729492189
single_factor,16,2048,16,4,7,0.12768256187438964
single_factor,16,2048,16,5,7,0.12769280433654784
single_factor,16,2048,16,6,7,0.12808192253112793
single_factor,16,2048,32,0,7,0.10593279838562011
single_factor,16,2048,32,1,7,0.1282969570159912
single_factor,16,2048,32,2,7,0.1278668785095215
single_factor,16,2048,32,3,7,0.12782591819763184
single_factor,16,2048,32,4,7,0.12768256187438964
single_factor,16,2048,32,5,7,0.12758015632629394
single_factor,16,2048,32,6,7,0.12796928405761718
single_factor,16,2048,64,0,7,0.1060863971710205
single_factor,16,2048,64,1,7,0.12926976203918458
single_factor,16,2048,64,2,7,0.12815360069274903
single_factor,16,2048,64,3,7,0.1278054428100586
single_factor,16,2048,64,4,7,0.1278054428100586
single_factor,16,2048,64,5,7,0.1277952003479004
single_factor,16,2048,64,6,7,0.1277235221862793
single_factor,16,2048,128,0,7,0.10611712455749511
single_factor,16,2048,128,1,7,0.1283174419403076
single_factor,16,2048,128,2,7,0.12828672409057618
single_factor,16,2048,128,3,7,0.12783616065979003
single_factor,16,2048,128,4,7,0.12756992340087892
single_factor,16,2048,128,5,7,0.12725248336791992
single_factor,16,2048,128,6,7,0.126812162399292
single_factor,16,2048,256,0,7,0.1063526439666748
single_factor,16,2048,256,1,7,0.1288601589202881
single_factor,16,2048,256,2,7,0.1285427188873291
single_factor,16,2048,256,3,7,0.12817407608032227
single_factor,16,2048,256,4,7,0.12818431854248047
single_factor,16,2048,256,5,7,0.12731391906738282
single_factor,16,2048,256,6,7,0.127457275390625
single_factor,16,2048,512,0,7,0.10590208053588868
single_factor,16,2048,512,1,7,0.130447359085083
single_factor,16,2048,512,2,7,0.12997632026672362
single_factor,16,2048,512,3,7,0.12929023742675783
single_factor,16,2048,512,4,7,0.12973055839538575
single_factor,16,2048,512,5,7,0.12917759895324707
single_factor,16,2048,512,6,7,0.12902400016784668
single_factor,16,2048,1024,0,7,0.10834943771362304
single_factor,16,2048,1024,1,7,0.13042688369750977
single_factor,16,2048,1024,2,7,0.13109248161315917
single_factor,16,2048,1024,3,7,0.13024255752563477
single_factor,16,2048,1024,4,7,0.13082624435424806
single_factor,16,2048,1024,5,7,0.13047807693481445
single_factor,16,2048,1024,6,7,0.1306112003326416
single_factor,16,2048,2048,0,7,0.10813440322875977
single_factor,16,2048,2048,1,7,0.15116288185119628
single_factor,16,2048,2048,2,7,0.15229951858520507
single_factor,16,2048,2048,3,7,0.15186944007873535
single_factor,16,2048,2048,4,7,0.15347711563110353
single_factor,16,2048,2048,5,7,0.15385600090026855
single_factor,16,2048,2048,6,7,0.15170559883117676
single_factor,16,2048,4096,0,7,0.1663180732727051
single_factor,16,2048,4096,1,7,0.28070911407470706
single_factor,16,2048,4096,2,7,0.2853068733215332
single_factor,16,2048,4096,3,7,0.2811801528930664
single_factor,16,2048,4096,4,7,0.28813312530517576
single_factor,16,2048,4096,5,7,0.2883481597900391
single_factor,16,2048,4096,6,7,0.28698623657226563
single_factor,16,4096,1,0,8,0.10214400291442871
single_factor,16,4096,1,1,8,0.12899328231811524
single_factor,16,4096,1,2,8,0.1283174419403076
single_factor,16,4096,1,3,8,0.12804096221923827
single_factor,16,4096,1,4,8,0.1286348819732666
single_factor,16,4096,1,5,8,0.12809215545654296
single_factor,16,4096,1,6,8,0.12816384315490723
single_factor,16,4096,1,7,8,0.1273036766052246
single_factor,16,4096,2,0,8,0.10600447654724121
single_factor,16,4096,2,1,8,0.1286963176727295
single_factor,16,4096,2,2,8,0.12824576377868652
single_factor,16,4096,2,3,8,0.12859392166137695
single_factor,16,4096,2,4,8,0.12791808128356932
single_factor,16,4096,2,5,8,0.12793855667114257
single_factor,16,4096,2,6,8,0.12782591819763184
single_factor,16,4096,2,7,8,0.12721152305603028
single_factor,16,4096,4,0,8,0.10620927810668945
single_factor,16,4096,4,1,8,0.1276211166381836
single_factor,16,4096,4,2,8,0.12767231941223145
single_factor,16,4096,4,3,8,0.12742655754089355
single_factor,16,4096,4,4,8,0.1274777603149414
single_factor,16,4096,4,5,8,0.12709888458251953
single_factor,16,4096,4,6,8,0.12710911750793458
single_factor,16,4096,4,7,8,0.12669952392578124
single_factor,16,4096,8,0,8,0.10584063529968261
single_factor,16,4096,8,1,8,0.12728320121765135
single_factor,16,4096,8,2,8,0.12807168006896974
single_factor,16,4096,8,3,8,0.12796928405761718
single_factor,16,4096,8,4,8,0.1274880027770996
single_factor,16,4096,8,5,8,0.12824576377868652
single_factor,16,4096,8,6,8,0.12741632461547853
single_factor,16,4096,8,7,8,0.12759039878845216
single_factor,16,4096,16,0,8,0.10610688209533692
single_factor,16,4096,16,1,8,0.12774399757385255
single_factor,16,4096,16,2,8,0.12833791732788086
single_factor,16,4096,16,3,8,0.12921855926513673
single_factor,16,4096,16,4,8,0.12921855926513673
single_factor,16,4096,16,5,8,0.12836864471435547
single_factor,16,4096,16,6,8,0.12826623916625976
single_factor,16,4096,16,7,8,0.1278873634338379
single_factor,16,4096,32,0,8,0.10611712455749511
single_factor,16,4096,32,1,8,0.127324161529541
single_factor,16,4096,32,2,8,0.12771327972412108
single_factor,16,4096,32,3,8,0.1270783996582031
single_factor,16,4096,32,4,8,0.12736512184143067
single_factor,16,4096,32,5,8,0.12693504333496095
single_factor,16,4096,32,6,8,0.127457275390625
single_factor,16,4096,32,7,8,0.12687359809875487
single_factor,16,4096,64,0,8,0.10589183807373047
single_factor,16,4096,64,1,8,0.1275494384765625
single_factor,16,4096,64,2,8,0.12735487937927245
single_factor,16,4096,64,3,8,0.1273344039916992
single_factor,16,4096,64,4,8,0.12771327972412108
single_factor,16,4096,64,5,8,0.12751872062683106
single_factor,16,4096,64,6,8,0.12783616065979003
single_factor,16,4096,64,7,8,0.12743680000305177
single_factor,16,4096,128,0,8,0.10585087776184082
single_factor,16,4096,128,1,8,0.12824576377868652
single_factor,16,4096,128,2,8,0.12796928405761718
single_factor,16,4096,128,3,8,0.12827648162841798
single_factor,16,4096,128,4,8,0.12738559722900392
single_factor,16,4096,128,5,8,0.1277952003479004
single_factor,16,4096,128,6,8,0.1276313591003418
single_factor,16,4096,128,7,8,0.12728320121765135
single_factor,16,4096,256,0,8,0.10691583633422852
single_factor,16,4096,256,1,8,0.1294643211364746
single_factor,16,4096,256,2,8,0.1294643211364746
single_factor,16,4096,256,3,8,0.12926976203918458
single_factor,16,4096,256,4,8,0.12926976203918458
single_factor,16,4096,256,5,8,0.13049856185913086
single_factor,16,4096,256,6,8,0.12915712356567383
single_factor,16,4096,256,7,8,0.12975104331970214
single_factor,16,4096,512,0,8,0.10714112281799316
single_factor,16,4096,512,1,8,0.12966912269592284
single_factor,16,4096,512,2,8,0.13029376029968262
single_factor,16,4096,512,3,8,0.12966912269592284
single_factor,16,4096,512,4,8,0.13075455665588379
single_factor,16,4096,512,5,8,0.12990464210510255
single_factor,16,4096,512,6,8,0.13024255752563477
single_factor,16,4096,512,7,8,0.1298534393310547
single_factor,16,4096,1024,0,8,0.10773504257202149
single_factor,16,4096,1024,1,8,0.1543884754180908
single_factor,16,4096,1024,2,8,0.15531007766723634
single_factor,16,4096,1024,3,8,0.1549824047088623
single_factor,16,4096,1024,4,8,0.15577088356018065
single_factor,16,4096,1024,5,8,0.15381504058837892
single_factor,16,4096,1024,6,8,0.1568051242828369
single_factor,16,4096,1024,7,8,0.1519820785522461
single_factor,16,4096,2048,0,8,0.16755712509155274
single_factor,16,4096,2048,1,8,0.2861260795593262
single_factor,16,4096,2048,2,8,0.28869632720947264
single_factor,16,4096,2048,3,8,0.28682239532470705
single_factor,16,4096,2048,4,8,0.2898124885559082
single_factor,16,4096,2048,5,8,0.28634111404418944
single_factor,16,4096,2048,6,8,0.29358079910278323
single_factor,16,4096,2048,7,8,0.2839244842529297
single_factor,16,4096,4096,0,8,0.31859712600708007
single_factor,16,4096,4096,1,8,0.5520383834838867
single_factor,16,4096,4096,2,8,0.5640499114990234
single_factor,16,4096,4096,3,8,0.5532160186767578
single_factor,16,4096,4096,4,8,0.5678796768188477
single_factor,16,4096,4096,5,8,0.5570355224609375
single_factor,16,4096,4096,6,8,0.5727129745483398
single_factor,16,4096,4096,7,8,0.5517107009887695
block_butterfly,2,512,1,,8,0.9211186981201172
block_butterfly,2,512,2,,8,0.919920654296875
block_butterfly,2,512,4,,8,0.9201254272460937
block_butterfly,2,512,8,,8,0.92189697265625
block_butterfly,2,512,16,,8,0.9225727844238282
block_butterfly,2,512,32,,8,0.9240473937988282
